classifier_variant,sample_id,context_id,target_act,arm,model,predicted_act,act_match,response_sha256
char_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,doubao-seed-2.0-lite,generic,0,8e3890d5c26b895600258524d60d48f74716c6a3a0e19b51f1d8b7b82e1d657c
word_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,doubao-seed-2.0-lite,generic,0,8e3890d5c26b895600258524d60d48f74716c6a3a0e19b51f1d8b7b82e1d657c
hybrid_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,doubao-seed-2.0-lite,generic,0,8e3890d5c26b895600258524d60d48f74716c6a3a0e19b51f1d8b7b82e1d657c
char_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,glm-5.2,focus,0,ab1c0af395b5ea2f5870d9358515979c10b4db1e5e65d21711c1af7af767dbca
word_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,glm-5.2,focus,0,ab1c0af395b5ea2f5870d9358515979c10b4db1e5e65d21711c1af7af767dbca
hybrid_svm,routing-v1|scaffolding-804|oracle_action,scaffolding-804,probing,oracle_action,glm-5.2,focus,0,ab1c0af395b5ea2f5870d9358515979c10b4db1e5e65d21711c1af7af767dbca
char_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M2.7,probing,1,cd4c536279b403fa3cbb590a79fab2315cd8860a6aee6d87e7d2684cfed5b323
word_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M2.7,focus,0,cd4c536279b403fa3cbb590a79fab2315cd8860a6aee6d87e7d2684cfed5b323
hybrid_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M2.7,probing,1,cd4c536279b403fa3cbb590a79fab2315cd8860a6aee6d87e7d2684cfed5b323
char_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M3,telling,0,138d704a8fd17f1ba958f87fa588acfbffc43fd27f9226d2d073ef7f1a20e672
word_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M3,focus,0,138d704a8fd17f1ba958f87fa588acfbffc43fd27f9226d2d073ef7f1a20e672
hybrid_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,MiniMax-M3,probing,1,138d704a8fd17f1ba958f87fa588acfbffc43fd27f9226d2d073ef7f1a20e672
char_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,deepseek-v4-pro,focus,0,094a9c687938717b9ba6b745c776cceffc21cab841441fd860635dd0100decce
word_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,deepseek-v4-pro,probing,1,094a9c687938717b9ba6b745c776cceffc21cab841441fd860635dd0100decce
hybrid_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,deepseek-v4-pro,probing,1,094a9c687938717b9ba6b745c776cceffc21cab841441fd860635dd0100decce
char_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,doubao-seed-2.0-lite,telling,0,ac8822a99468226320fec6f6a567d7a3f020010e4a956c8bc794f7d8810912a2
word_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,ac8822a99468226320fec6f6a567d7a3f020010e4a956c8bc794f7d8810912a2
hybrid_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,ac8822a99468226320fec6f6a567d7a3f020010e4a956c8bc794f7d8810912a2
char_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,glm-5.2,probing,1,a356370ab5e29fa26c688e3615bad2905e658b183612fab724fc48c0e4a0540d
word_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,glm-5.2,probing,1,a356370ab5e29fa26c688e3615bad2905e658b183612fab724fc48c0e4a0540d
hybrid_svm,routing-v1|scaffolding-804|uniform_scaffold,scaffolding-804,probing,uniform_scaffold,glm-5.2,probing,1,a356370ab5e29fa26c688e3615bad2905e658b183612fab724fc48c0e4a0540d
char_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M2.7,focus,0,17c6cff16a30b909ffa6d3feed5653d5f0e1c77ac24e2f897df32705ae5b6490
word_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M2.7,focus,0,17c6cff16a30b909ffa6d3feed5653d5f0e1c77ac24e2f897df32705ae5b6490
hybrid_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M2.7,focus,0,17c6cff16a30b909ffa6d3feed5653d5f0e1c77ac24e2f897df32705ae5b6490
char_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M3,probing,1,020bcf30a114734a6407f5b54375d0d4f475734df12d1c2ea8370660b9c5bacd
word_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M3,probing,1,020bcf30a114734a6407f5b54375d0d4f475734df12d1c2ea8370660b9c5bacd
hybrid_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,MiniMax-M3,probing,1,020bcf30a114734a6407f5b54375d0d4f475734df12d1c2ea8370660b9c5bacd
char_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,deepseek-v4-pro,probing,1,e1f0740fc5599185561f176e2e09e76b1c18838936fd39ac1fbbee12fc216851
word_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,deepseek-v4-pro,probing,1,e1f0740fc5599185561f176e2e09e76b1c18838936fd39ac1fbbee12fc216851
hybrid_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,deepseek-v4-pro,probing,1,e1f0740fc5599185561f176e2e09e76b1c18838936fd39ac1fbbee12fc216851
char_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,c6001e9b088583ec15f10c7f70c1135c346896de21d9f06bc4023d185a328826
word_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,c6001e9b088583ec15f10c7f70c1135c346896de21d9f06bc4023d185a328826
hybrid_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,c6001e9b088583ec15f10c7f70c1135c346896de21d9f06bc4023d185a328826
char_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,glm-5.2,generic,0,5ac73e7fd3fc2b5d14f284facb1282f9920dc4ec29e88b086a0f0fd19500b6ec
word_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,glm-5.2,probing,1,5ac73e7fd3fc2b5d14f284facb1282f9920dc4ec29e88b086a0f0fd19500b6ec
hybrid_svm,routing-v1|scaffolding-835|adaptive_router,scaffolding-835,probing,adaptive_router,glm-5.2,probing,1,5ac73e7fd3fc2b5d14f284facb1282f9920dc4ec29e88b086a0f0fd19500b6ec
char_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M2.7,focus,0,267111faac4f493909dec3e0d75581c98df115e8db01cc28f40c9fca64e0b56b
word_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M2.7,focus,0,267111faac4f493909dec3e0d75581c98df115e8db01cc28f40c9fca64e0b56b
hybrid_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M2.7,focus,0,267111faac4f493909dec3e0d75581c98df115e8db01cc28f40c9fca64e0b56b
char_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M3,telling,0,06b0996fd6cfa0f0876e1b8024a4b595ec89497a3c10b340ebff6d0f406d890a
word_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M3,telling,0,06b0996fd6cfa0f0876e1b8024a4b595ec89497a3c10b340ebff6d0f406d890a
hybrid_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,MiniMax-M3,telling,0,06b0996fd6cfa0f0876e1b8024a4b595ec89497a3c10b340ebff6d0f406d890a
char_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,deepseek-v4-pro,probing,1,dc106c41862c1e2a77850d51f3acf40e00de45afafb0b06b40593abba6be9f28
word_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,deepseek-v4-pro,probing,1,dc106c41862c1e2a77850d51f3acf40e00de45afafb0b06b40593abba6be9f28
hybrid_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,deepseek-v4-pro,probing,1,dc106c41862c1e2a77850d51f3acf40e00de45afafb0b06b40593abba6be9f28
char_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,doubao-seed-2.0-lite,generic,0,865322e209edf9865906452f6efed26774942632221b8bbf95b0c56c7c101d61
word_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,doubao-seed-2.0-lite,probing,1,865322e209edf9865906452f6efed26774942632221b8bbf95b0c56c7c101d61
hybrid_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,doubao-seed-2.0-lite,probing,1,865322e209edf9865906452f6efed26774942632221b8bbf95b0c56c7c101d61
char_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,glm-5.2,probing,1,52ccb2dbba3d915108a68edb9e9c85b7dbe4594946c72cb8173c3eda74e83a75
word_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,glm-5.2,probing,1,52ccb2dbba3d915108a68edb9e9c85b7dbe4594946c72cb8173c3eda74e83a75
hybrid_svm,routing-v1|scaffolding-835|generic,scaffolding-835,probing,generic,glm-5.2,probing,1,52ccb2dbba3d915108a68edb9e9c85b7dbe4594946c72cb8173c3eda74e83a75
char_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M2.7,probing,1,b79f7beaf930bb4746243df78d5be557902374fb527767101d36320219e2d45c
word_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M2.7,focus,0,b79f7beaf930bb4746243df78d5be557902374fb527767101d36320219e2d45c
hybrid_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M2.7,focus,0,b79f7beaf930bb4746243df78d5be557902374fb527767101d36320219e2d45c
char_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M3,probing,1,48c5efdbb16978b84f2ca520bcd12906b1053a50246e0b982072403a81df8614
word_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M3,focus,0,48c5efdbb16978b84f2ca520bcd12906b1053a50246e0b982072403a81df8614
hybrid_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,MiniMax-M3,probing,1,48c5efdbb16978b84f2ca520bcd12906b1053a50246e0b982072403a81df8614
char_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,deepseek-v4-pro,probing,1,fc1604327799e1b362df0939ca59758152cbe59162a297c9c0db17032518d4a8
word_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,deepseek-v4-pro,probing,1,fc1604327799e1b362df0939ca59758152cbe59162a297c9c0db17032518d4a8
hybrid_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,deepseek-v4-pro,probing,1,fc1604327799e1b362df0939ca59758152cbe59162a297c9c0db17032518d4a8
char_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,doubao-seed-2.0-lite,probing,1,a9832839b3016ae9d7bf1981362b2bdb8d1e59396d7b86854c1031578ef4d6c3
word_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,doubao-seed-2.0-lite,probing,1,a9832839b3016ae9d7bf1981362b2bdb8d1e59396d7b86854c1031578ef4d6c3
hybrid_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,doubao-seed-2.0-lite,probing,1,a9832839b3016ae9d7bf1981362b2bdb8d1e59396d7b86854c1031578ef4d6c3
char_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,glm-5.2,probing,1,854b9d4899841a6c784c68fc1758637580aec73dab52fd26ba15ccb881d08174
word_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,glm-5.2,probing,1,854b9d4899841a6c784c68fc1758637580aec73dab52fd26ba15ccb881d08174
hybrid_svm,routing-v1|scaffolding-835|oracle_action,scaffolding-835,probing,oracle_action,glm-5.2,probing,1,854b9d4899841a6c784c68fc1758637580aec73dab52fd26ba15ccb881d08174
char_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M2.7,telling,0,117e3b56601d90e4c2437e0b5b3ba4b200bee2eeb12f3d4783ed0731f7b6ba8d
word_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M2.7,probing,1,117e3b56601d90e4c2437e0b5b3ba4b200bee2eeb12f3d4783ed0731f7b6ba8d
hybrid_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M2.7,probing,1,117e3b56601d90e4c2437e0b5b3ba4b200bee2eeb12f3d4783ed0731f7b6ba8d
char_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M3,probing,1,9b8ca51803b4f5eaecda13ede6811198b60348665a172d62ae6b947be6bc064a
word_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M3,probing,1,9b8ca51803b4f5eaecda13ede6811198b60348665a172d62ae6b947be6bc064a
hybrid_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,MiniMax-M3,probing,1,9b8ca51803b4f5eaecda13ede6811198b60348665a172d62ae6b947be6bc064a
char_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,deepseek-v4-pro,focus,0,d3757c963f96bed3241620929df72bf4513285b0e56602b471faac696f7348e3
word_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,deepseek-v4-pro,focus,0,d3757c963f96bed3241620929df72bf4513285b0e56602b471faac696f7348e3
hybrid_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,deepseek-v4-pro,focus,0,d3757c963f96bed3241620929df72bf4513285b0e56602b471faac696f7348e3
char_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,54bd6506310bc9890bbe515dddd77bf700e521052c71403be2daddbcba544bff
word_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,54bd6506310bc9890bbe515dddd77bf700e521052c71403be2daddbcba544bff
hybrid_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,54bd6506310bc9890bbe515dddd77bf700e521052c71403be2daddbcba544bff
char_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,glm-5.2,probing,1,098a0f61342cb6110b1423e64c7418f581020e91940ad06f3ad4685ff5a9fdba
word_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,glm-5.2,probing,1,098a0f61342cb6110b1423e64c7418f581020e91940ad06f3ad4685ff5a9fdba
hybrid_svm,routing-v1|scaffolding-835|uniform_scaffold,scaffolding-835,probing,uniform_scaffold,glm-5.2,probing,1,098a0f61342cb6110b1423e64c7418f581020e91940ad06f3ad4685ff5a9fdba
char_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M2.7,focus,0,11d7c42365c36d90d6a840a77f56e93b449d2bf2c018a2f5140c45bd07c2958f
word_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M2.7,probing,0,11d7c42365c36d90d6a840a77f56e93b449d2bf2c018a2f5140c45bd07c2958f
hybrid_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M2.7,focus,0,11d7c42365c36d90d6a840a77f56e93b449d2bf2c018a2f5140c45bd07c2958f
char_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M3,telling,1,4b63a05fee6686985cfc0762f5ef6d8a6e54924ac4e451f8d8ada369f2f72110
word_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M3,telling,1,4b63a05fee6686985cfc0762f5ef6d8a6e54924ac4e451f8d8ada369f2f72110
hybrid_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,MiniMax-M3,telling,1,4b63a05fee6686985cfc0762f5ef6d8a6e54924ac4e451f8d8ada369f2f72110
char_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,deepseek-v4-pro,probing,0,191459b774fb223cd45996da2900f37e527eed68e4c325d260250bb41905a20f
word_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,deepseek-v4-pro,probing,0,191459b774fb223cd45996da2900f37e527eed68e4c325d260250bb41905a20f
hybrid_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,deepseek-v4-pro,probing,0,191459b774fb223cd45996da2900f37e527eed68e4c325d260250bb41905a20f
char_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,682f70768db87bc82acd920395e6fd737e8a1e659cc02cc523dabdbae830c09a
word_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,682f70768db87bc82acd920395e6fd737e8a1e659cc02cc523dabdbae830c09a
hybrid_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,682f70768db87bc82acd920395e6fd737e8a1e659cc02cc523dabdbae830c09a
char_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,glm-5.2,focus,0,e3f292157b959f48fbb684ea038448ef2f766ed84e5fa3ef0f0f3521ad761d86
word_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,glm-5.2,focus,0,e3f292157b959f48fbb684ea038448ef2f766ed84e5fa3ef0f0f3521ad761d86
hybrid_svm,routing-v1|scaffolding-845|adaptive_router,scaffolding-845,telling,adaptive_router,glm-5.2,focus,0,e3f292157b959f48fbb684ea038448ef2f766ed84e5fa3ef0f0f3521ad761d86
char_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M2.7,focus,0,edfe241e3b37f7fe1cdf9e42604bb4dffe0c5eae1692df31eea9a07fd6fd1abe
word_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M2.7,focus,0,edfe241e3b37f7fe1cdf9e42604bb4dffe0c5eae1692df31eea9a07fd6fd1abe
hybrid_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M2.7,focus,0,edfe241e3b37f7fe1cdf9e42604bb4dffe0c5eae1692df31eea9a07fd6fd1abe
char_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M3,probing,0,186a9167c695b10fb408a9140c1e176d2976b150e5f4f164d5861b277a57fe66
word_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M3,focus,0,186a9167c695b10fb408a9140c1e176d2976b150e5f4f164d5861b277a57fe66
hybrid_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,MiniMax-M3,focus,0,186a9167c695b10fb408a9140c1e176d2976b150e5f4f164d5861b277a57fe66
char_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,deepseek-v4-pro,focus,0,aa6f9cf6f9597994dac956574c82edc5c02e23169624100cd81d2521cdbdf98a
word_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,deepseek-v4-pro,focus,0,aa6f9cf6f9597994dac956574c82edc5c02e23169624100cd81d2521cdbdf98a
hybrid_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,deepseek-v4-pro,focus,0,aa6f9cf6f9597994dac956574c82edc5c02e23169624100cd81d2521cdbdf98a
char_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,doubao-seed-2.0-lite,focus,0,e8a2b841c0222e01761c412d2ce52532a41abfc849246ea9e302a25bb8a463b3
word_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,doubao-seed-2.0-lite,focus,0,e8a2b841c0222e01761c412d2ce52532a41abfc849246ea9e302a25bb8a463b3
hybrid_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,doubao-seed-2.0-lite,focus,0,e8a2b841c0222e01761c412d2ce52532a41abfc849246ea9e302a25bb8a463b3
char_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,glm-5.2,focus,0,634f7b4fbea1ac075ae69a0e73c751aebfb5fa1cd510a8f201703ff330bea226
word_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,glm-5.2,telling,1,634f7b4fbea1ac075ae69a0e73c751aebfb5fa1cd510a8f201703ff330bea226
hybrid_svm,routing-v1|scaffolding-845|generic,scaffolding-845,telling,generic,glm-5.2,telling,1,634f7b4fbea1ac075ae69a0e73c751aebfb5fa1cd510a8f201703ff330bea226
char_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M2.7,telling,1,61d1031f2d3921d7eb654ea83ccc4650cc681081d9f75fb869a465195091c487
word_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M2.7,telling,1,61d1031f2d3921d7eb654ea83ccc4650cc681081d9f75fb869a465195091c487
hybrid_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M2.7,telling,1,61d1031f2d3921d7eb654ea83ccc4650cc681081d9f75fb869a465195091c487
char_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M3,telling,1,acea08a1235775abc05b6b4413bc5143a19271583fe206ed3e352b9288a10660
word_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M3,probing,0,acea08a1235775abc05b6b4413bc5143a19271583fe206ed3e352b9288a10660
hybrid_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,MiniMax-M3,telling,1,acea08a1235775abc05b6b4413bc5143a19271583fe206ed3e352b9288a10660
char_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,deepseek-v4-pro,telling,1,8f7df8957b3472fe187f866e08cf42091cf1301a90f6162706c63fa62f94eb4b
word_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,deepseek-v4-pro,telling,1,8f7df8957b3472fe187f866e08cf42091cf1301a90f6162706c63fa62f94eb4b
hybrid_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,deepseek-v4-pro,telling,1,8f7df8957b3472fe187f866e08cf42091cf1301a90f6162706c63fa62f94eb4b
char_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,doubao-seed-2.0-lite,telling,1,6f79cca6d3683c9a0fb57e32e1e1ed86a321ab123199b2849639bb415d042a05
word_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,doubao-seed-2.0-lite,telling,1,6f79cca6d3683c9a0fb57e32e1e1ed86a321ab123199b2849639bb415d042a05
hybrid_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,doubao-seed-2.0-lite,telling,1,6f79cca6d3683c9a0fb57e32e1e1ed86a321ab123199b2849639bb415d042a05
char_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,glm-5.2,telling,1,3a68c6e6666d54c14c868d671aaa8e1eeeb8d3ce68aaefe626f3a9fcba32a6a8
word_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,glm-5.2,focus,0,3a68c6e6666d54c14c868d671aaa8e1eeeb8d3ce68aaefe626f3a9fcba32a6a8
hybrid_svm,routing-v1|scaffolding-845|oracle_action,scaffolding-845,telling,oracle_action,glm-5.2,focus,0,3a68c6e6666d54c14c868d671aaa8e1eeeb8d3ce68aaefe626f3a9fcba32a6a8
char_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M2.7,focus,0,c029c94aae553240eeaf8b455abcac44005f662b2dcde6ba1ac9a8cadeeaf3e6
word_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M2.7,telling,1,c029c94aae553240eeaf8b455abcac44005f662b2dcde6ba1ac9a8cadeeaf3e6
hybrid_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M2.7,focus,0,c029c94aae553240eeaf8b455abcac44005f662b2dcde6ba1ac9a8cadeeaf3e6
char_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M3,focus,0,2450a47a82f67cf557c376b2cc4f3a339dd5cc53191ac564e937259fa83ccc94
word_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M3,probing,0,2450a47a82f67cf557c376b2cc4f3a339dd5cc53191ac564e937259fa83ccc94
hybrid_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,MiniMax-M3,probing,0,2450a47a82f67cf557c376b2cc4f3a339dd5cc53191ac564e937259fa83ccc94
char_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,deepseek-v4-pro,focus,0,c9ecfb72f231c44a1be2b9ee62ff019ade58300f419806fe761609cecee6001e
word_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,deepseek-v4-pro,probing,0,c9ecfb72f231c44a1be2b9ee62ff019ade58300f419806fe761609cecee6001e
hybrid_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,deepseek-v4-pro,focus,0,c9ecfb72f231c44a1be2b9ee62ff019ade58300f419806fe761609cecee6001e
char_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,doubao-seed-2.0-lite,focus,0,6f67c67de6fdf321df1eb84c8d9f75a4821c0f125d4f5ed4b3db8e7dc9038256
word_svm,routing-v1|scaffolding-845|uniform_scaffold,scaffolding-845,telling,uniform_scaffold,doubao-seed-2.0-lite,focus,0,6f67c67de6fdf321df1eb84c8d9f75a4821c0f125d4f5ed4b3db8e7dc9038256
